label	text
1	Open Label of Clinical Trial of Sulforaphane in Children With Autism, Sulforaphane (SF) is an isothiocyanate found in high levels in crucifers belonging to the family Brassicaceae (including broccoli, cabbage, cauliflower, brussels sprouts, Chinese cabbage and turnips). Many previous studies have documented that consumption of these vegetables is associated with a reduced risk of cancer (lung, breast, colon, rectum, and prostate).(Juge et al. 2007) The mechanism of action of these beneficial effects is believed to be due to the ability of SF to up-regulate genes that improve cellular response to oxidative stress, inflammation, DNA-damaging electrophiles, and radiation.(Singh et al. 2014) In a recent small, randomized controlled trial in children with autism, SF was shown to have beneficial effects on aberrant and social behavior.(Singh et al. 2014) The mechanism of action of this beneficial effect has not been established in children with ASD. Our primary goal is to examine changes in urinary metabolites in children with autism who receive SF to determine if changes in behavior are associated with changes in urinary metabolites., 0
2	rTMS on Appetite and Cognitive Function in Schizophrenia, The weight gain and metabolic dysfunction has been vital conditions for individuals with schizophrenia. The cognitive function deficit has also been a major symptom for schizophrenia. However, metabolic dysfunction could further impair the cognition. rTMS is a promising novel intervention, which have strong potentials on moderating increased appetite and cognitive deficits in schizophrenia, as it has been proved for the treatment of depression.||Therefore, the investigators designed this randomized controlled clinical trial to evaluate the efficacy and safety of rTMS, using iTBS pattern, on prevention of the elevated appetite and cognitive deficiency in individual with schizophrenia. The intervention will last for 5 continuous days and the follow-ups are scheduled at baseline, 6days and 36days. The primary outcomes include the change of MCCB score, TFEQ score and EEG data. Secondary outcomes include the change of serum metabolic indexes and anthropometry indexes., Schizophrenia|rTMS|Appetite|Cognitive Function
0	"Effects of Psilocybin in Advanced-Stage Cancer Patients With Anxiety, The significance of this study is that it is addressing the important issues of psychological and spiritual well being of people who have advanced cancer. In 2001, the National Cancer Policy Board of the Institute of Medicine and National Research Council issued a report (Improving Palliative Care for Cancer: Summary and Recommendations) that specifically recommended research be conducted using novel agents and methods. Psilocybin is a novel agent which produces a profound alteration in your state of consciousness. It is the main active ingredient found in ""magic mushrooms"".||Our specific aim is to learn whether this psychoactive drug, psilocybin, might be effective in reducing anxiety, depression and physical pain, and therefore improving your quality of life. This pilot study will start with 12 people ages 18-70. For each participant there will be two overnight admissions to the hospital. In one session you will be given a placebo and in the other you will get the active medication, but no one will know which drug is administered when. This is called a double blind study. You will be asked to fill out questionnaires about how you feel, your pain levels and your moods. There will also be at least two psychotherapy meetings before the study sessions, so that you are fully aware of what to expect and to have all your questions answered.||We cannot take you in the study if you have central nervous system (CNS) cancers, kidney disease, diabetes, abnormal liver function tests, epilepsy, cardiovascular disease including untreated high blood pressure (BP greater than 140/90), and pregnancy. The psychiatric exclusions are: you or an immediate family member with a history of a major psychiatric disorder, a current substance abuse problem, or an anxiety or a mood disorder within 1 year prior to the onset of symptoms of your current illness.||We also cannot take you in the study if you are taking certain medications, such as: anti-seizure, insulin and oral hypoglycemics, and cardiovascular drugs (except anti-hypertensive medications). Some antidepressant (SSRIs) medications cannot be taken within the two weeks prior to the session (except for Prozac, which cannot be taken in the last 5 weeks prior to the session).||You will get a MRI of the brain prior to admission (if you haven't had one in the prior two months), at the study's expense, to be sure there is no CNS involvement. You can provide us, or the study will pay for, lab work from the prior 2 weeks (CBC, liver function and renal function). The history and physical, neurological exam, EKG, and a urine pregnancy test (if you are a woman with child-bearing potential), will be done on admission by the house staff doctors.||You will be allowed to take your own medications while in the hospital, and will be encouraged to bring to the hospital personal photos, small memorabilia, and some of your favorite music that can be played during the sessions., Anxiety|Depression|Mood|Cancer|Quality of Life|Psychiatric|Psilocybin|Alternative|Los Angeles"
0	Multimedia Information and Pre-operative Anxiety, To determine whether multimedia information reduces the level of pre-operative anxiety in patients undergoing major elective surgery. To evaluate the efficacy of a video, showing the patient pathway to and from the Operating Theatre, compared with standard information, a written leaflet, about the operating room experience and environment., pre-operative anxiety|multimedia information|operating theatre
1	Autism in Adult Patients and the Effects on Caregivers, 0, Autism spectrum disorders|long-term outcomes|caregiver burden|birth cohort|nested case-control study
0	Electrical Vestibular Stimulation (VeNS), Compared to a Sham Control For The Management Of Anxiety, 0, 0
2	The Effectiveness of the Meta-cognitive Training Among Patients With Chronic Schizophrenia, 50 patients with established schizophrenia diagnosis will be included and randomized into two conditions: MCT (n= 25) and TAU (n=25). Exclusion criteria are: neurological diseases, substance dependence (alcohol and drugs).||A broad outcome measures will be provided including symptoms severity, cognitive biases, neurocognition, insight and social functioning. Changes in variable after the intervention will be compared between two condition.||Only patients with established schizophrenia with no neurological diseases will be included.||All patients will be assessed at two time points: T0 - at baseline, up to one week before the intervention starts and T1 up to one week after the intervention is finished. T1 assessment will be at 4-5 weeks after the study begun.||Measures||General functioning General Assessment of Functioning was used as a measure of the severity of patients' functional disabilities.|Insigh A questionnaire of insight into schizophrenia consists of six items targeting insight. The scale has a good reliability with Cronbach's alpha 0.8.|The subjective sense of influence on the course of schizophrenia The Brief Measure to Assess Perception of the Self-influence on the Disease Course - Version for Schizophrenia consists of five items targeting different aspects of subjective sense of influence on the course of schizophrenia. The scale has satisfactory psychometric properties (Cronbach's alpha= 0.78).||4, Psychotic symptoms The severity of delusions and hallucinations were assessed at the baseline and after the intervention with the semi-structured Psychotic Symptom Rating Scale (The PSYRATS). The PSYRATS comprises hallucination and delusions subscale, each design to assess psychological aspects of the symptoms on a five point scale from 0 to 4. The items for the hallucination scale are: frequency (PH1); duration (PH2); location (PH3); loudness (PH4); beliefs regarding the origin of voices (PH5); amount of negative content of voices (PH6); degree of negative content (PH7); amount of distress (PH8); intensity of distress (PH9); disruption to life caused by voices (PH10); controlability of voices (PH11). The delusion subscale consists of six items: amount of preoccupation with delusions (PD1); duration of preoccupation with delusions (PD2); conviction (PD3); amount of distress (PD4); intensity of distress (PD5); disruption to life caused by beliefs (PD6). The PSYRATS has good psychometric properties and have been reported being sensitive to symptoms change over time. In addition the Paranoia Checklist which comprises 18 items, each rated on 5 point scale for frequency, distress and degree of conviction, was used in order to assess delusional ideations. The participants were asked to state if they experience different delusional ideation during the last week before filling out the questionnaire.||5. Cognitive Biases. Cognitive Biases Questionnaire for Psychosis consists of 30 vignettes of everyday life scenarios. Participants are asked to imagine themselves as being in the situation and then choose one out of four cognitive responses indicating specific cognitive biases. CBQp comprises of seven subscales: anomalous perceptions (AP); threatening events (TE); intentionalising (I); catastrophising (C); dichotomous thinking (DT); jumping to conclusion (JTC); emotion based reasoning (ER).||In addition two behavioral tasks were used in order to assess the most prominent cognitive biases in schizophrenia, that is to say jumping to conclusion and theory of mind deficits. In the Fish Task the participants are presented with two lakes with different proportion of grey and orange fishes. In the first lake (lake A) there is 80% grey and 20% of orange fishes. The proportion of fishes in the lake B is reversed. Participants are presented with the fisherman who stands between lakes to catch fishes, but he is allowed to do that only from one lake during the entire experiment. Participants on the computer screen were presented with fishes. Two responses were gathered: 1) the participant should make the confidence judgment by indicating from 0-100% how confident they are regarding the fish is from lake A or lake B; 2) whether the participant has enough evidences for the final decision on the fish is from lake A or B. Two alternative versions of the Fish Task were used for pre- and post-test. We analyzed a number of fishes that were considered by participants for the final decision. The less fishes were considered the more the participant has jumping to conclusions tendencies.||Reading the Mind from Eyes Test (RMET,) was used in order to assess the deficits in the theory of mind. The test consists of 36 different faces pictures restricted to eyes area only. Based on the face expression participant is asked to infer the emotional state of the person presented on the picture. We split the original 36 pictures test into two separate tests for the pre- and post-test. In addition to original test we included the conviction question in which participants responded how confident they are in their decisions (100% sure). The RMET test has good psychometric properties and has been used often in schizophrenia.||6. Global neurocognitive functioning Trial making test (TMT) A and B was used to assess global cognitive flexibility. TMT A test is design to test psychomotor speed and attention. TMT B test targets the data on the cognitive flexibility.||All tests will be administered at T0 (baseline assessment up to one week before intervention) and T1 (up to one week after the intervention )., schizophrenia;|meta-cognition;|general functioning;|positive symptoms;|insight;
2	A Safety and PK Study of Injectable Risperidone-SABER and the DosePro Delivery System in Patients With Schizophrenia, This is an open-label, single ascending dose (SAD), safety and PK study in patients with chronic, stable schizophrenia or schizoaffective disorder. Patients will participate in the study for a total of up to 10 weeks for Cohorts 1-3, including a Screening period of up to 35 days and a study treatment period of 35 days, and up to 14 weeks for Cohort 4, including a Screening period of up to 35 days and a study treatment period of 63 days. Patients will be assigned to one of four cohorts, and will receive a single dose of 25 mg, 50 mg or 100 mg (100 mg/mL concentration) administered as a single subcutaneous (SC) injection or via the DosePro Needle-Free Delivery System., Schizophrenia
2	A Pharmacokinetics Study to Evaluate Safety and Tolerability of JNJ-37822681 in Participants With Stable Schizophrenia, This is a double-blind (neither physician nor participant knows the treatment that the participant receives), multi-center (conducted in more than one center), randomized (treatment group assigned by chance), and multiple-dose titration study of JNJ-37822681 in participants with stable schizophrenia. The total study duration will be approximately of 8 weeks per participant, consists of 4 parts: Screening (that is, 21 days before study commences on Day 1); Double-blind treatment (14 days); Follow-up (7 to 14 days after last dose administration). Participants will be randomly assigned to treatment with ascending dose levels of JNJ-37822681 once daily and twice daily. Efficacy will primarily be evaluated by Positive and Negative Syndrome Scale and Clinical Global Impression-Severity scale. Safety will be Barnes Akathisia Rating Scale, Abnormal Involuntary Movement Scale and Simpson Angus Rating Scale. Participants' safety will be monitored throughout the study., Schizophrenia|JNJ-37822681|Placebo
2	A Study on the Brain Mechanism of cTBS in Improving Medication-resistant Auditory Hallucinations in Schizophrenia, Previous studies have shown that repetitive transcranial magnetic stimulation (rTMS) targeted at the temporal-parietal junction can effectively treat genenal auditory hallucinations in schizophrenia, but it is not the case for medication-resistant auditory hallucinations. Studies suggested that rTMS targeted at the left Crus II might be effective for medication-resistant auditory hallucinations. This study is dedicated to exploring the brain mechanism of medication-resistant auditory hallucinations and developing effective treatment methods for them by using both cross-sectional and longitudinal designs. The continuous theta burst stimulation(cTBS) treatment mode, with the left cerebellum Crus II as the stimulation target, is applied to treat the schizophrenia patients with the medication-resistant auditory hallucinations. Assessment with symptomatology, neuropsychology, neuroimaging, and machine learning methods is utilized to examine the investigators hypothesis that structural and functional abnormalities of the cerebral cortico-cerebellar-thalamic-cortical circuit (CCTCC) may contribute to brain mechanism of medication-resistant auditory hallucinations in schizophrenia. At the same time, the first-episode schizophrenia patients with auditory hallucinations were recruited as a test cohort to examine that brain mechanism of general auditory hallucinations in schizophrenia may be the structural and functional abnormalities in the temporoparietal circuit, whereas structural and functional abnormalities of the CCTCC may contribute to brain mechanism of medication-resistant auditory hallucinations in schizophrenia., Medication-Resistant Auditory Hallucinations|Continuous theta burst stimulation，cTBS|Neuroimaging
0	Effect of Intra-procedure Music on Anxiety, 0, 0
2	"Brain Imaging, Attention, and Auditory Processing in Schizophrenia, EEG recording: In this procedure, the researcher will assess the participant's brain function while performing simple computer-based tasks. The computer tasks involve presentation of pictures or sounds to which the participant responds by pressing a button. The investigators will also record some of the participant's own speech sounds and play them back to them. The participant will be given clear instructions and a chance to practice before each task. While you are performing these tasks, the investigator will record the weak electrical signals produced by your brain, or ""brain waves"", using a technique called electroencephalography (EEG). In order to record the participant's EEG, sensors (small plastic discs) will be attached to specific locations on their scalp. The participant's scalp will be gently scrubbed before the sensors are attached. The sensors are held in place on the scalp using a nylon cap that fits snugly on the head. Sensors will also be attached above and below the participant's eyes and will record their eye movements. It will take approximately one hour to attach the sensors. The entire EEG will take approximately 2-3 hours. Before taking part in the EEG session, please make sure to wash hair and scalp. Do not use conditioner or a 2-in-1 shampoo/conditioner. The participant's hair should be dry before arrival. The investigators ask this in order to make the set-up process go more smoothly.||During some tasks, participants will feel a vibratory sensation that is produced with an electrical current and it is possible that it may feel like a slight shock. The current is controlled and cannot reach levels that are painful or dangerous. Every participant experiences this sensation differently, so it is important that participants tell the researchers if the sensation becomes uncomfortable to you so the current can be adjusted or the task can be stopped.|Participants may be asked to complete additional EEGs for this study, depending on your interest in participating and your availability. All EEG sessions will last approximately 2 hrs.||MRI: In the fMRI procedure, we will use a magnet to measure blood flow to participants' brains while they do different tasks. Participants will be asked to lie down on a platform that can be slid into the middle of the magnet. A plastic MRI imaging coil will be placed around participants' heads. You will not come into contact with the coil during the experiment. Foam pads will be placed around the participant's head to limit head movement during the experiment. The investigators will then slide you into the magnet. At different points during the experiment, participants will be asked to do the same tasks they did in the training session prior to the scan. During the scan, participants will be asked to either lie still and rest, or do some tasks like tapping their fingers, remembering letters or digits, or viewing images that are designed to activate different parts of the brain. The entire MRI will take approximately two hours.||While performing the MRI, participants may be asked to wear a cap that contains multiple EEG sensors applied to your scalp. A removable gel will be used. The EEG measures electrical activity produced by the brain while participants undergo the MRI. Set up for the EEG will take approximately 30 to 60 minutes.|Participants may be asked to repeat an MRI session if the data the study team collects is not usable due to data quality issues, or if the participant is unable to stay awake in the magnet during your scan.|Brief interview session: There will be a series of questions about participants' education, smoking status, and economic background. Participants will also be given a list of words to read to the researcher. If the participant is a patient diagnosed with one of the above-mentioned psychiatric disorders, they will be asked to participate in an additional interview, lasting about one hour, focusing on how they have been feeling recently.|Behavioral testing: In this part, the participant will use a touch screen computer, mouse and/or paper and pencil to perform certain visual and auditory tests of your mental abilities. Specifically, these tests will assess participants' memory, attention, language, and motor skills. This testing will last approximately one hour. Depending on the participant's preference, this testing can be done on the same day as an EEG or on a different day. The order of the two sessions does not matter, so long as they occur within one week of each other.||Additional Information:||If information about a participant's mental health is needed from their current or former doctor(s), they will be asked to sign a separate permission form before the researcher can contact their doctor(s)., 0"
2	Effects of Cognitive Remediation Therapy on Schizophrenia Patients Through Functional Magnetic Resonance Imaging, A controlled randomized study will be carry out with three different groups: patients receiving cognitive rehabilitation treatment (CRT), patients receiving another psychological intervention of control and a healthy control group. A descriptive study of cases will be also carried out. The functional MRI (fRMI) techniques as well as voxel-based morphometry allow individual analysis of cases.||The independent variable is the cognitive rehabilitation treatment. The CRT will be applied according to the manual of Wykes & Reeder (2005) Cognitive Remediation Therapy: Theory and Practice, Ed: Routledge. The program has a duration of 40 sessions (one hour of duration), with two sessions for week during four months. It is carried out individually and utilizes paper and pencil tasks. The main technique utilized is the scaffolding (to provide strategies when the patient cannot carry out the task and to withdraw him when he is yet able of doing it alone) in a context of learning without errors.||The main dependent variable is the functional connectivity cerebral pattern obtained by means of functional magnetic resonance. Other secondary dependent variables are neurocognitive functioning, the symptomatic pattern and the psychosocial functioning obtained from the psychometric evaluation.||All the participants will be evaluated before and after the experimental intervention in neurocognitive areas (Battery will be composed by WAIS-III, RAVLT, Trail Making Test, STROOP color word, WCST, FAS-COWAT), symptomatic area (PANSS) and in social functioning (Social Functioning Scale SFS; Birchwood et al. 1990). The evaluations will be carried out by expert evaluators that will be blind to the experimental distribution. The statistics results analysis will be carry out by means of the statistical package SPSS 15., schizophrenia|cognitive remediation|fMRI
1	SynapDx Autism Gene Expression Analysis Study (STORY), The primary aim of this study is to define a gene expression signature indicative of ASD and to establish its clinical sensitivity and specificity. Clinician diagnosis of ASD will be made using DSM-5 as the reference standard instrument. The widely used diagnostic instrument Autism Diagnostic Observation Schedule (ADOS-2) is a typical component of the clinical assessment for a child diagnosed with ASD and this evaluation will be performed on all study participants. Secondary aims of this study are (1) to define metabolite and lipid signatures indicative of ASD and establish their clinical sensitivity and specificity and (2) to determine clinical sensitivity and specificity of various combinations of gene expression signature, metabolite and/or lipid signatures, and presence of ASD-associated genetic variation detected by CMA and sequencing protein-coding regions of the genome||Analyses: Details of the analysis will be specified in a Statistical Analysis Plan (SAP), which will include procedures for handling outliers, missing data, and differences across sites. The SAP will be reviewed and approved by a committee of Principal Investigators (PIs) before unblinding of the validation set.||Primary analyses: The primary outcomes of the study will be the estimates of the clinical sensitivity and specificity of the SDX-002 test to classify subjects according to DSM-5 ASD diagnosis, with associated 95% confidence intervals. Sensitivity and specificity will be assessed on the Validation Phase population based on agreement with the clinical diagnosis of presence or absence of Autism Spectrum Disorder by DSM-5 (published May 2013).||The gene expression signature will be trained on the 500 subject Development Phase set, using 5-fold cross validation over the results of several machine learning algorithms, including partial least squares, support vector machines, and boosted decision trees. The training procedure will generate estimated ROC curves for each method, as well as confidence intervals for the area under the curve (AUC). The final choice of a machine-learning algorithm will be based on AUC, as well as on the estimated performance at the chosen operating point on the ROC curve. The operating point will be chosen to provide high sensitivity at an acceptable specificity.||Secondary analyses: In the majority of patients enrolled to date, consent was obtained for collection of an optional bio-repository sample. The intended analysis of the bio-repository samples has now been established (see also, secondary objectives listed above). The metabolomic and lipomic signatures will be similarly assessed on the subset of the 500 subjects in the Development Phase set who consent to a bio-repository sample. In addition to the gene expression signature, metabolite and/or lipid signatures and DNA analysis will be combined with the gene expression signature in various configurations and the impact of these additional measures on clinical sensitivity and specificity will be evaluated. If these additional metabolomic/lipomic signatures and/or DNA analyses improve test performance, these elements may be included in the SDX-002 assay.||Sensitivity and specificity the final SDX-002 assay will also be assessed among subpopulations using demographic information and the results of developmental testing. There are likely to be few subjects in many of these subpopulations and caution will be used in interpreting the results. Planned subpopulation analyses include gender, age, ethnicity, ASD DSM-IV-TR diagnostic subcategory, DSM-5 ASD severity level (social communication and restricted interests/repetitive behaviors) and ADOS-2 scores., Autism|Autism Spectrum Disorders|RNA|Gene expression|Developmental Delay|Metabolites|DNA
2	Improving Insight in Patients Diagnosed With Schizophrenia, 0, Guided Self-Determination|Improving insight|Autonomy-supportive problem solving intervention|Evaluate the effects of the method Guided Self-Determination|Improving insight in patients diagnosed with schizophrenia
2	Microglia Activation in Schizophrenia, Schizophrenia is a complex and chronic disease that affects different aspects of cognition and behaviour, including attention, perception, thought processes, emotion and volition. Schizophrenia is a brain disease particularly involving decrement in gray matter as has been supported by findings from many imaging studies. The pathophysiology of these gray matter changes has not been clarified. Microglia activation is the consequence of virtually all conditions associated with neuronal injury. When activated following neuronal damage, microglia show a marked increase in the expression of peripheral type benzodiazepine binding sites which are particularly abundant on cells of the mononuclear macrophage.||(R)-PK11195 [1-(2-chlorophenyl)-N-methyl-N-1(1-methylpropyl]-3 isoquinolinecarboxamide) is a highly selective ligand for the peripheral benzodiazepine binding site. (R)-PK11195, labelled with the positron emitter carbon-11, can be used to monitor the peripheral type benzodiazepine receptors using Positron Emission Tomography (PET). At the Vrije Universiteit Medical Centre (R)-[11C]PK11195 is used for studying microglia activation in-vivo in patients with traumatic brain damage, minimal cognitive impairment and Alzheimer disease.||The objective of this study is to determine whether and to what extent microglia activation occurs in schizophrenia. Ten patients with schizophrenia will be recruited and 10 controls, matched for age and gender. This is an open study. The study consists of one PET scan, which will be performed at the Clinical PET Centre of the Vrije Universiteit Medical Centre. All subjects will also get a MRI scan, which will be performed at the department of Radiology, University Medical Centre Utrecht., schizophrenia|microglia|PET
2	An Non-Interventional Study of Patients With Persistent Symptoms of Schizophrenia, 0, 0
2	A Study to Evaluate ABT-126 for the Treatment of Cognitive Deficits in Schizophrenia, This is a Phase 2 study designed to evaluate the safety and efficacy of ABT-126 in treating cognitive deficits in subjects with a diagnosis of schizophrenia. Eligible subjects will take study drug as an add-on treatment to their ongoing antipsychotic treatment regimen., Schizophrenia
2	"Effect of Repetitive Transcranial Magnetic Stimulation on Resting State Brain Activity in Schizophrenia, Background. The sub-Investigator Dr. Mennemeier has been using repetitive transcranial magnetic stimulation (rTMS) to treat phantom sound perception in subjects with tinnitus. The Principal Investigator (PI), Dr. Messias, now aims to team up with Drs. Mennemeier and James, to learn how rTMS influences phantom sound perception in schizophrenia. rTMS has already been shown to be an effective treatment for both tinnitus and schizophrenia. rTMS is a non-invasive method of regional brain stimulation that can significantly reduce phantom sound perception temporarily in 50% of subjects with tinnitus and schizophrenia. This study will go further than previous investigations by analyzing how different frequencies of rTMS influence not only auditory hallucinations (AH) in schizophrenia but also brain connectivity in schizophrenia. The investigators want to learn if rTMS decreases AH by normalizing brain connectivity. Whereas this study focuses on schizophrenic subjects with AH, the design is very similar to ongoing work on tinnitus so the findings will be comparable.||Tinnitus and AH in schizophrenia are prevalent and disabling disorders of sound perception. The investigators understanding of the precise mechanisms of these disorders is lacking. Interestingly, the symptoms of both disorders respond positively to rTMS of the temporal cortex in ways that defy contemporary understanding of the nature of these symptoms and of how rTMS should work to improve them. For example, phantom sound perception in both tinnitus and schizophrenia are linked to maladaptive, hyperactivity of auditory processing regions of temporal cortex; however, it is increasingly clear that these pathological changes alone are insufficient to explain the pronounced intrusiveness and negative emotional valance of symptoms in each disorder. Therefore, a barrier to understanding these disorders lies in understanding how changes in auditory cortex are synchronized with changes in other cortical regions that regulate perception and emotion. Additionally, at present, the decision of which rTMS frequency to apply as a treatment for phantom sound perception has no firm theoretical or empirical basis. Whereas, low frequency rTMS has traditionally been used, based upon contemporary models, to ""inhibit"" hyperactivity in auditory cortex; high frequency rTMS, which should induce an opposite effect on neuronal processing, not only works to improve symptoms but may be more effective for some subjects than low frequency rTMS. Therefore, contemporary models designed to explain how the frequency of rTMS influences neuronal activity immediate following stimulation are insufficient to explain how low and high frequencies of rTMS can mitigate phantom sound perception for days, weeks and months following a single course of treatment.||Hypothesis. The investigators propose that phantom sound perception in schizophrenia result from an imbalance of excitatory and inhibitory neural process in auditory networks and from synchronized, maladaptive changes in linked brain regions that regulate perception and emotion. Treating auditory cortex with repetitive, external magnetic stimulation can decrease phantom sound perception and distress by reversing the maladaptive brain reorganization that is set in motion by these underlying neural imbalances., Schizophrenia|Auditory hallucinations (AH)|Phantom sound perception|repetitive transcranial magnetic stimulation (rTMS)|Percent habituation in the P50 amplitude with 250 ms ISI"
2	The Effects of tDCS on Illness Awareness in Schizophrenia, Transcranial DCS is a novel, non-invasive and non-convulsive technique for altering brain function. To our knowledge, no research has investigated the functional and behavioural effects of tDCS on anosognosia in schizophrenia. As such, we aim to improve impaired illness awareness in schizophrenia with tDCS by inhibiting left hemisphere regions (i.e. temporoparietooccipital cortex) shown by our group to be activated during illness denial.||Positive results will demonstrate that impaired illness awareness in schizophrenia involves a similar brain network to impaired illness awareness in patients with brain lesions and can be similarly modulated with non-invasive techniques, such as tDCS. If proven effective, this easy to administer, safe, non-invasive intervention would have the potential to alter individuals' attitude towards their illness and medication, leading ultimately to an improvement in individuals' capacity for illness recognition and treatment engagement, which would undoubtedly have a significant impact on the management of this devastating mental disorder., Magnetic resonance imaging|Anosognosia|Electrical stimulation of the brain
1	Efficacy and Safety of Trichuris Suis Ova (TSO) as Compared to Placebo in Autism Spectrum Disorder, 0, T. suis ova|Trichuris suis ova|Autism Spectrum Disorder|ASD
2	The Effect of Nitric Oxide on Spatial Working Memory in Patients With Schizophrenia - Pilot Study, 0, Nitric Oxide|Sodium Nitroprusside|Spatial Working Memory|Psychosis|Schizophrenia
2	Once-Daily Asenapine for Schizophrenia, The investigators will randomly assign 30 patients newly admitted to Central Regional Hospital (CRH) for a psychotic exacerbation of schizophrenia or schizo-affective disorder to 14 days of treatment with either asenapine 5 mg BID or asenapine 10 mg QHS.||The investigators will assess patient and staff acceptance on day 14. The investigators will assess staff acceptance on day 14. The investigators will assess changes in psychopathology (Brief Psychiatric Rating Scale) from baseline to day 14.||The investigators propose to achieve the following specific aims:||To compare the patient acceptance of once daily versus twice daily asenapine; The investigators hypothesize that patient acceptance will be better for asenapine 10 mg QHS than for asenapine 5 mg BID at day 14|To compare the staff (medication nurses) acceptance of once daily versus twice daily asenapine; the investigators hypothesize that staff acceptance will be better for asenapine 10 mg QHS than for asenapine 5 mg BID at day 14|To compare the changes in psychopathology with once daily versus twice daily asenapine; the investigators hypothesize that changes in psychopathology from baseline to day 14 will be similar for the two dosing strategies, schizophrenia|asenapine|Once daily|twice daily
2	A Study of the Efficacy and Safety of Long-acting Injectable Risperidone and Risperidone Tablets in Patients With Schizophrenia, Although many schizophrenia patients currently take oral antipsychotic medications, it is estimated that up to 75% of them have difficulty adhering to the daily oral regimen. Long-acting injectable formulations may eliminate the need for daily medication and enhance patient compliance with the treatment regimen. This is an open-label, randomized, Phase III trial in patients with schizophrenia. One treatment group receives 25 to 50 mgs of long-acting risperidone, formulated for intramuscular injections, at study initiation and again after 2 weeks, while phasing out any previous antipsychotic medication during the initial 3 weeks of the study. Continuing in the treatment phase, long-acting injections are administered once every 2 weeks through Week 24, and post-treatment observation is performed for 6 weeks (total study duration of 30 weeks). Patients in the other treatment group take oral risperidone tablets, 2 to 6 mgs daily, from study initiation for 24 weeks. Post-treatment observation continues for 1 week for this group (total study duration of 25 weeks). Assessments of effectiveness made at specified intervals during treatment include Positive And Negative Syndrome Scale (PANSS), a scale for the measurement of symptoms of schizophrenia; Clinical Global Impression - Severity (CGI-S), a measure of overall severity of illness, and Clinical Global Impression - Changes (CGI-C); as well as, Brief Psychiatric Rating Scale (BPRS). Safety evaluations include the incidence of adverse events throughout the study; inspection of the injection site at times of treatment; Drug-Induced Extrapyramidal Symptoms Scale (DIEPSS), vital signs (pulse, blood pressure, temperature), and laboratory tests (hematology, biochemistry, urinalysis) at monthly intervals. The study hypothesis is that treatment with long-acting risperidone injections is not inferior to oral risperidone, as measured by changes in PANSS total score from baseline through endpoint (24 weeks), in patients with schizophrenia and is generally well-tolerated. Risperidone, long-acting formulation for intramuscular injections (25 milligrams[mg] to 50mg, maximum), given biweekly through 24 weeks. Oral risperidone (2mg/day to 6mg/day [maximum]) administered daily for 24 weeks., Schizophrenia|intramuscular injection|antipsychotic agents|risperidone|long-acting injectable
2	"Study to Measure Drug Satisfaction of Patients With Schizophrenia After Switching From Risperidone to Paliperidone, Paliperidone ER has been shown to be effective compared to placebo (""a sugar pill"") in the acute treatment and maintenance of patients with schizophrenia. Paliperidone ER combines an active metabolite of another antipsychotic, risperidone, with manufacturing technology allowing more gradual release of the drug and less difference in high and low blood levels of the drug. Side effects to medications are sometimes due to wide differences in these high and low blood levels. Recent research has shown that many patients with schizophrenia discontinue their antipsychotic medication due to ""subject-choice"". Therefore, it is important that research studies attempt to measure patients' satisfaction with antipsychotic medication, in addition to measuring how they respond on tests of effectiveness. This study has been designed to evaluate antipsychotic medication satisfaction in patients who continue to have symptoms of schizophrenia, and who say they are dissatisfied with their current risperidone treatment. The primary outcome is the change in the Medication Satisfaction Questionnaire (MSQ) score, from baseline to the Week 6 endpoint. These patients are randomized (like flipping a coin) as to when their risperidone (4 mg to 6 mg per day) is switched to paliperidone ER. Because the study is 'blinded', neither the study doctor nor the patient will know when treatment with risperidone is stopped and treatment with paliperidone ER begins. Throughout the study all patients continue to receive antipsychotic medication daily. Patients will continue on the same daily dose of risperidone until their randomly assigned switch to paliperidone ER. All patients will be switched to paliperidone ER over the course of study and once switched continue to take paliperidone ER for the remainder of the study. Paliperidone ER is started at 6 mg/day and can be increased to 9 mg/day or 12 mg/day at the doctor's discretion. Effectiveness and safety will be measured at visits scheduled weekly for the first four weeks and then at the Week 6 endpoint. At each visit, patients will be asked to complete psychiatric tests and questionnaires that will measure effectiveness and patient satisfaction with the medicine. They will also complete tests and evaluations for safety, including electrocardiograms (ECGs, electrical tracings of the heart) and blood samples at the beginning and end of the study. Each patient receives two blinded capsules by mouth once daily in the morning for 6 weeks. Patients taking risperidone receive either a 4-mg or 6-mg capsule plus a placebo capsule. When patients are switched, Paliperidone ER is started at 6 mg/day the day after risperidone is discontinued and can be increased to 9 mg/day or 12 mg/day at the doctor's discretion. Paliperidone 3-mg and 6-mg capsules are combined with placebo to equal the total dose in two capsules., schizophrenia|medication satisfaction, Invega"
